attribute_id,sku_id,color,size,material,gender,season
53ce3b5b-2afa-48d3-8cc1-51c86115d593,SKU000205,Black,XL,Leather,Men,Summer
b7e78b13-a8db-451d-9cf3-aa045c3f2b2b,SKU000206,Black,XXL,Denim,Men,Winter
92e4ea55-5d02-4a3f-a0a8-683d6982bb63,SKU000207,White,XL,Denim,Women,Winter
a8012155-8e86-4d25-8aba-7b9a9edc5706,SKU000208,Red,XS,Denim,Women,Winter
fafff77a-6774-4140-812a-b0e8fbd57c82,SKU000209,Blue,XXXL,Polyester,Women,All Season
431810b4-93b0-4bdc-aaec-b5c96d476cab,SKU000210,Blue,L,Leather,Women,Winter
c1740ca2-3a0c-4dbd-b16e-b59f699a5834,SKU000211,Green,L,Polyester,Women,Summer
6141c941-2aed-42cd-99a2-811b4b960984,SKU000212,Blue,S,Leather,Men,Summer
ab7fd825-05cd-47e6-9b19-847e68e82c9b,SKU000213,White,L,Leather,Men,Summer
f8b5fdfa-34ff-4cf3-a7cc-b3ebee6ef58f,SKU000214,White,XXL,Polyester,Men,Summer
fd485107-8f71-4a99-84f4-56c35c5266c7,SKU000215,Green,L,Denim,Men,Winter
f21a369c-a215-4335-947e-986501d406c3,SKU000216,Green,XS,Leather,Women,Winter
191925a4-8639-4269-95ed-820a2974ba8e,SKU000217,Black,XS,Polyester,Men,Winter
5c7db2aa-2add-4680-af74-7331566fd559,SKU000218,White,M,Polyester,Men,Summer
edf55a46-0d83-44a6-964d-a00dcb5f4b0d,SKU000219,White,XXXL,Leather,Men,All Season
7f751207-d6ca-4a01-882b-06461ec262ff,SKU000220,Red,XL,Denim,Men,Summer
1a55f06f-27f6-4e09-a852-35cb49475402,SKU000221,Red,XS,Denim,Men,All Season
745d0d38-d267-4cbe-983c-7040f747e6b4,SKU000222,White,M,Leather,Women,All Season
75c0139e-ea04-496f-a64d-7ab9bfa71b58,SKU000223,Red,L,Denim,Men,Summer
02f09844-61ca-49db-9752-590d6eb7ee80,SKU000224,White,S,Polyester,Men,Winter
1f54523e-27c7-443e-9c7c-08fdd8ac204c,SKU000225,Black,XL,Cotton,Men,Winter
42785cb2-47dc-4705-b4cd-fbef7631734e,SKU000226,Green,XXL,Denim,Men,Winter
770d8a6d-c680-46cd-8f22-bf4319e0b72e,SKU000227,Blue,L,Cotton,Women,Winter
522b5fc7-070f-41bd-afab-ef9239ab99f6,SKU000228,White,XL,Polyester,Men,Winter
90b72246-10b2-4f53-af09-55e4ce384719,SKU000229,White,S,Denim,Men,Summer
5331f107-c505-42a2-a8c0-47853073a223,SKU000230,Black,XL,Denim,Women,Summer
a3ab5421-438a-40f6-a199-56ff16f3f8ad,SKU000231,Red,XL,Leather,Men,All Season
bc4c6250-4d88-4d11-a70d-81376c5cb2d8,SKU000232,Green,XS,Cotton,Men,Summer
fdff9d05-dcdc-4b66-86aa-75894bc5aa1f,SKU000233,Red,XXXL,Denim,Men,All Season
931b4f7a-0a71-441c-8dd9-4f8b2512f95c,SKU000234,Black,XXXL,Cotton,Men,Summer
d08058a0-47ba-49e3-abea-c4947e3bf478,SKU000235,Red,S,Denim,Men,Winter
74528fe5-8cdc-4cba-a4b7-92d623e59650,SKU000236,Green,L,Leather,Women,All Season
bd75fa70-edf7-4b57-a80a-6f52f0deb181,SKU000237,Black,XL,Leather,Women,All Season
79415955-05e8-4bc8-819b-ed65dbea6128,SKU000238,Green,XXL,Leather,Women,Winter
c971f6c9-711b-4638-ade5-1377386fa520,SKU000239,Black,S,Polyester,Men,Winter
80063b7f-e3b8-4043-811f-aa4889966fcf,SKU000240,Red,L,Polyester,Women,Winter
c6be8d89-441c-4547-9c8f-f81a6f5e6387,SKU000241,Red,M,Cotton,Women,All Season
4e9e5177-b817-4ef9-944e-d6ce7b86c342,SKU000242,Green,L,Cotton,Men,All Season
10de9080-3d5b-4a31-b71f-9ba23dbe4eed,SKU000243,Red,S,Leather,Men,Winter
5841df57-594d-4f3d-a5b9-3d062d579a48,SKU000244,Red,XS,Leather,Women,All Season
81ea57e9-758e-49e1-bdfa-bc37d1f1a9e3,SKU000245,Black,XS,Denim,Men,All Season
a3a56760-5e45-4764-ae32-1f74fc9895ac,SKU000246,Black,XXXL,Cotton,Men,Winter
2014becf-c077-49b4-9323-1bd48f4f008c,SKU000247,Blue,XS,Polyester,Women,Winter
5c7ab91e-1a87-433a-a874-4c1cde04f974,SKU000248,White,L,Denim,Women,Summer
d20c7723-0648-450a-aa72-aa1fd87fe61d,SKU000249,Green,L,Polyester,Women,Winter
ce9341f2-e890-4dda-bd0f-388610935e74,SKU000250,White,XXXL,Polyester,Women,Winter
c917211e-de25-4f56-bee1-f13642579d51,SKU000251,Red,M,Denim,Men,Winter
1a13663f-639d-48e1-86cd-e0a7d84043a9,SKU000252,Red,XL,Polyester,Men,All Season
c5b3aa57-a540-4fd0-8ca7-15c34d3cf803,SKU000253,Black,XXXL,Polyester,Men,Winter
732d42bc-72d7-43e6-a6f9-493d49e5d0dd,SKU000254,White,XXXL,Cotton,Women,All Season
f6def314-5616-4f62-bcd7-b7b5005cbb4e,SKU000255,Green,XL,Cotton,Men,Summer
80e03d36-bf7d-425f-9815-fb462737d981,SKU000256,Black,XL,Denim,Men,Summer
6f34f019-5851-4e7c-8441-ad07641ee7ff,SKU000257,White,M,Polyester,Women,All Season
18513781-ba23-43f2-b2f1-be4a2b62231e,SKU000258,Blue,M,Denim,Men,Summer
c1603883-d730-4103-ab11-1fc30ade6b6f,SKU000259,Blue,XXL,Cotton,Men,Summer
3826a31b-2fb1-4a32-99b1-20a509057c79,SKU000260,Red,XL,Cotton,Men,Winter
75e789f6-b4e0-415a-bb04-13fb3bdb5485,SKU000261,Green,S,Polyester,Women,Winter
f19e1e4c-6e8f-4379-839f-2c4e7c25126b,SKU000262,Blue,S,Polyester,Men,Summer
3fd1a877-3f60-4b1e-8dae-69469f3cf9f1,SKU000263,Red,M,Polyester,Women,Winter
31211cc4-d55a-4c27-a19b-9327ef29323a,SKU000264,White,XS,Denim,Men,Winter
b066b5e6-4aae-476a-a71d-604483b709ea,SKU000265,Black,S,Leather,Men,Winter
ed397fca-e363-457e-81df-22ece32eb538,SKU000266,Red,XXXL,Leather,Women,Winter
d845164c-c3f1-4992-a86e-035ea87d60fe,SKU000267,Green,L,Leather,Men,All Season
469fd1ff-2281-4105-93b1-8d6ef7ba1e4f,SKU000268,Blue,S,Polyester,Men,Winter
04599003-21f7-43e5-9b65-9c20a7a14fba,SKU000269,Red,XS,Leather,Women,Winter
cfa6711f-73b9-483a-82fc-bff19ead042b,SKU000270,White,XS,Cotton,Women,Summer
e4a87700-5f09-4a44-8d1e-14a2b27717af,SKU000271,Black,S,Leather,Women,Summer
dbd24bfa-45b9-4805-8487-7b788dc8f1df,SKU000272,White,M,Polyester,Men,All Season
9e9e078c-8aaa-4f3d-98e9-2190d4345b68,SKU000273,Green,XS,Cotton,Men,Summer
a1187a05-2665-496b-ae8c-d4ba8faa72ad,SKU000274,Green,L,Denim,Men,Summer
27aea023-11e1-4a99-b231-219617c6a646,SKU000275,Blue,XXL,Cotton,Women,Winter
