sku_id,seller_id
SKU000137,SEL03370
SKU000137,SEL03666
SKU000137,SEL00241
SKU000137,SEL01678
SKU000137,SEL02311
SKU000138,SEL04526
SKU000138,SEL01392
SKU000138,SEL03207
SKU000139,SEL04327
SKU000139,SEL01387
SKU000139,SEL01936
SKU000140,SEL04686
SKU000140,SEL01853
SKU000140,SEL02325
SKU000140,SEL00862
SKU000141,SEL01645
SKU000141,SEL01210
SKU000142,SEL01741
SKU000142,SEL03609
SKU000143,SEL04774
SKU000143,SEL02813
SKU000143,SEL01839
SKU000144,SEL04293
SKU000144,SEL02151
SKU000144,SEL03964
SKU000144,SEL02267
SKU000145,SEL04616
SKU000145,SEL04686
SKU000145,SEL03662
SKU000145,SEL00679
SKU000146,SEL02529
SKU000146,SEL03441
SKU000146,SEL00690
SKU000147,SEL03033
SKU000147,SEL01696
SKU000147,SEL00362
SKU000147,SEL00984
SKU000147,SEL04707
SKU000148,SEL01238
SKU000148,SEL04820
SKU000149,SEL01373
SKU000149,SEL04841
SKU000149,SEL00648
SKU000150,SEL04655
SKU000150,SEL02291
SKU000150,SEL03775
SKU000150,SEL04809
SKU000151,SEL01358
SKU000151,SEL01134
SKU000152,SEL00659
SKU000152,SEL00127
SKU000152,SEL01724
SKU000152,SEL02973
SKU000152,SEL04550
SKU000153,SEL01830
SKU000154,SEL02315
SKU000155,SEL03750
SKU000155,SEL00842
SKU000156,SEL02401
SKU000156,SEL02663
SKU000156,SEL02993
SKU000156,SEL03559
SKU000157,SEL01399
SKU000157,SEL04247
SKU000157,SEL04455
SKU000157,SEL04856
SKU000158,SEL02939
SKU000158,SEL04566
SKU000158,SEL02692
SKU000158,SEL01485
SKU000158,SEL01661
SKU000159,SEL02454
SKU000159,SEL00226
SKU000160,SEL04082
SKU000160,SEL01848
SKU000161,SEL04082
SKU000161,SEL04991
SKU000161,SEL03240
SKU000162,SEL00896
SKU000162,SEL00370
SKU000163,SEL03571
SKU000163,SEL03212
SKU000164,SEL04634
SKU000164,SEL02927
SKU000165,SEL04780
SKU000165,SEL03321
SKU000165,SEL02887
SKU000166,SEL02289
SKU000166,SEL03024
SKU000166,SEL01061
SKU000167,SEL01108
SKU000167,SEL00478
SKU000167,SEL04369
SKU000167,SEL00701
SKU000168,SEL02855
SKU000168,SEL03539
SKU000168,SEL02297
SKU000168,SEL02908
SKU000168,SEL04807
SKU000169,SEL00763
SKU000169,SEL04536
SKU000169,SEL03797
SKU000169,SEL02024
SKU000170,SEL03240
SKU000170,SEL00409
SKU000170,SEL02667
SKU000170,SEL02724
SKU000170,SEL01185
SKU000171,SEL04785
SKU000171,SEL04552
SKU000172,SEL01193
SKU000172,SEL01198
SKU000172,SEL04375
SKU000172,SEL00471
SKU000173,SEL00532
SKU000173,SEL01005
SKU000173,SEL02917
SKU000173,SEL04520
SKU000173,SEL00336
SKU000174,SEL01573
SKU000175,SEL04032
SKU000176,SEL01570
SKU000176,SEL04774
SKU000176,SEL04194
SKU000176,SEL02896
SKU000177,SEL01320
SKU000177,SEL03393
SKU000177,SEL03754
SKU000178,SEL02537
SKU000178,SEL02138
SKU000178,SEL04967
SKU000179,SEL02022
SKU000179,SEL01011
SKU000179,SEL02024
SKU000180,SEL01182
SKU000180,SEL02464
SKU000180,SEL00050
SKU000181,SEL00443
SKU000181,SEL01833
SKU000181,SEL01889
SKU000181,SEL04876
SKU000182,SEL00614
SKU000183,SEL02053
SKU000183,SEL02432
SKU000183,SEL01838
SKU000183,SEL04469
SKU000184,SEL02942
SKU000185,SEL04353
SKU000185,SEL04656
SKU000186,SEL00223
SKU000186,SEL01605
SKU000187,SEL00491
SKU000187,SEL01763
SKU000187,SEL01538
SKU000187,SEL00442
SKU000187,SEL04983
SKU000188,SEL02537
SKU000188,SEL02929
SKU000188,SEL01172
SKU000188,SEL03841
SKU000189,SEL02595
SKU000189,SEL03838
SKU000189,SEL00303
SKU000190,SEL04270
SKU000190,SEL03011
SKU000191,SEL02369
SKU000192,SEL02302
SKU000192,SEL04228
SKU000192,SEL04683
SKU000192,SEL04840
SKU000193,SEL02040
SKU000194,SEL03671
SKU000194,SEL03598
SKU000194,SEL02565
SKU000195,SEL01031
SKU000195,SEL03776
SKU000195,SEL01617
SKU000196,SEL00211
SKU000196,SEL02497
SKU000196,SEL00908
SKU000197,SEL03805
SKU000198,SEL01455
SKU000199,SEL03240
SKU000200,SEL04344
SKU000201,SEL04635
SKU000201,SEL00612
SKU000201,SEL03312
SKU000201,SEL03402
SKU000201,SEL00153
SKU000202,SEL00324
SKU000203,SEL02531
SKU000203,SEL00355
SKU000203,SEL01672
SKU000204,SEL04635
SKU000205,SEL03510
SKU000205,SEL03093
SKU000205,SEL00702
SKU000205,SEL02637
SKU000205,SEL04841
SKU000206,SEL04685
SKU000206,SEL04309
SKU000207,SEL04251
SKU000208,SEL02541
SKU000208,SEL00081
SKU000208,SEL04532
SKU000209,SEL01457
SKU000209,SEL00599
SKU000210,SEL01620
SKU000210,SEL04606
SKU000210,SEL01864
SKU000210,SEL03257
SKU000211,SEL02187
SKU000211,SEL04224
SKU000211,SEL01252
SKU000211,SEL04122
SKU000211,SEL01465
SKU000212,SEL02446
SKU000212,SEL04864
SKU000212,SEL00717
SKU000212,SEL01234
SKU000212,SEL04718
SKU000213,SEL02451
SKU000213,SEL03975
SKU000213,SEL02201
SKU000214,SEL03504
SKU000215,SEL00301
SKU000215,SEL02040
SKU000215,SEL02735
SKU000215,SEL01530
SKU000215,SEL02628
SKU000216,SEL02076
SKU000216,SEL01412
SKU000217,SEL02428
SKU000217,SEL01175
SKU000217,SEL03854
SKU000217,SEL04858
SKU000218,SEL01258
SKU000219,SEL04215
SKU000219,SEL01258
SKU000220,SEL03776
SKU000220,SEL00547
SKU000220,SEL01766
SKU000220,SEL03994
SKU000221,SEL02869
SKU000221,SEL00636
SKU000221,SEL01934
SKU000221,SEL04207
SKU000221,SEL00033
SKU000222,SEL04265
SKU000222,SEL04854
SKU000222,SEL01084
SKU000222,SEL04230
SKU000222,SEL02166
SKU000223,SEL02925
SKU000223,SEL02829
SKU000223,SEL01473
SKU000223,SEL01217
SKU000223,SEL04494
SKU000224,SEL03773
SKU000224,SEL01302
SKU000225,SEL03695
SKU000225,SEL02822
SKU000225,SEL03823
SKU000225,SEL04400
SKU000226,SEL04379
SKU000227,SEL02142
SKU000227,SEL02993
SKU000227,SEL02703
SKU000228,SEL01023
SKU000228,SEL02558
SKU000228,SEL00173
SKU000229,SEL00961
SKU000229,SEL04273
SKU000229,SEL02208
SKU000229,SEL03437
SKU000229,SEL01030
SKU000230,SEL00521
SKU000230,SEL01718
SKU000231,SEL01647
SKU000231,SEL01643
SKU000231,SEL04641
SKU000232,SEL00297
SKU000232,SEL01740
SKU000232,SEL00509
SKU000232,SEL04890
SKU000232,SEL04760
SKU000233,SEL03719
SKU000234,SEL01379
SKU000234,SEL03359
SKU000234,SEL03240
SKU000235,SEL00741
SKU000235,SEL03361
SKU000235,SEL01222
SKU000235,SEL02956
SKU000235,SEL04960
SKU000236,SEL03596
SKU000236,SEL04293
SKU000236,SEL03555
SKU000236,SEL03220
SKU000237,SEL03593
SKU000237,SEL03109
SKU000238,SEL03762
SKU000238,SEL01065
SKU000238,SEL03147
SKU000238,SEL02970
SKU000238,SEL04495
SKU000239,SEL02635
SKU000240,SEL04413
SKU000240,SEL04163
SKU000240,SEL03643
SKU000240,SEL00449
SKU000241,SEL00777
SKU000241,SEL00644
SKU000242,SEL00868
SKU000242,SEL00704
SKU000242,SEL02133
SKU000243,SEL04017
SKU000243,SEL01041
SKU000243,SEL00307
SKU000243,SEL00271
SKU000243,SEL04777
SKU000244,SEL02516
SKU000244,SEL02865
SKU000244,SEL02697
SKU000244,SEL02342
SKU000244,SEL01259
SKU000245,SEL04565
SKU000246,SEL01200
SKU000246,SEL00356
SKU000246,SEL03223
SKU000246,SEL04201
SKU000247,SEL02880
SKU000247,SEL03330
SKU000247,SEL01586
SKU000247,SEL03126
SKU000247,SEL03487
SKU000248,SEL01975
SKU000248,SEL03638
SKU000248,SEL00094
SKU000248,SEL04834
SKU000249,SEL02826
SKU000249,SEL04817
SKU000249,SEL04070
SKU000249,SEL02204
SKU000250,SEL00454
SKU000250,SEL01918
SKU000251,SEL00070
SKU000251,SEL04248
SKU000251,SEL03516
SKU000252,SEL02554
SKU000252,SEL02106
SKU000252,SEL02500
SKU000252,SEL00972
SKU000253,SEL02727
SKU000253,SEL02075
SKU000253,SEL01103
SKU000253,SEL00314
SKU000254,SEL00412
SKU000254,SEL00429
SKU000254,SEL02801
SKU000254,SEL00807
SKU000254,SEL00244
SKU000255,SEL01737
SKU000256,SEL04120
SKU000256,SEL02830
SKU000256,SEL00209
SKU000256,SEL03053
SKU000256,SEL01116
SKU000257,SEL03109
SKU000258,SEL01607
SKU000258,SEL01323
SKU000258,SEL01128
SKU000259,SEL03508
SKU000260,SEL01123
SKU000260,SEL01185
SKU000260,SEL01145
SKU000261,SEL03606
SKU000261,SEL04060
SKU000261,SEL03723
SKU000261,SEL00467
SKU000262,SEL04196
SKU000262,SEL01728
SKU000262,SEL02182
SKU000263,SEL02338
SKU000263,SEL04306
SKU000263,SEL01340
SKU000263,SEL00811
SKU000264,SEL04396
SKU000265,SEL01317
SKU000265,SEL00924
SKU000265,SEL01681
SKU000265,SEL01208
SKU000265,SEL01564
SKU000266,SEL03824
SKU000266,SEL00854
SKU000266,SEL02042
SKU000267,SEL03034
SKU000267,SEL02715
SKU000267,SEL03552
SKU000267,SEL02895
SKU000268,SEL01731
SKU000268,SEL00398
SKU000269,SEL03602
SKU000269,SEL00350
SKU000269,SEL00290
SKU000270,SEL00633
SKU000270,SEL00128
SKU000271,SEL01244
SKU000271,SEL01241
SKU000271,SEL00188
SKU000271,SEL03318
SKU000272,SEL02553
SKU000272,SEL04302
SKU000272,SEL01652
SKU000272,SEL00995
SKU000273,SEL01242
SKU000273,SEL04253
SKU000273,SEL00507
SKU000273,SEL00264
SKU000273,SEL03904
SKU000274,SEL03661
SKU000275,SEL00612
SKU000275,SEL00580
SKU000275,SEL00278
SKU000275,SEL02014
SKU000275,SEL01175
SKU000276,SEL03743
SKU000276,SEL04834
SKU000277,SEL04525
SKU000277,SEL02751
SKU000278,SEL03890
SKU000278,SEL03816
SKU000278,SEL03841
SKU000279,SEL04645
SKU000279,SEL00804
SKU000279,SEL02875
SKU000280,SEL01797
SKU000280,SEL04656
SKU000281,SEL03165
SKU000281,SEL02380
SKU000281,SEL01829
SKU000281,SEL00333
SKU000281,SEL01665
SKU000282,SEL04412
SKU000282,SEL01655
SKU000283,SEL00915
SKU000284,SEL04624
SKU000285,SEL03030
SKU000285,SEL03968
SKU000285,SEL00652
SKU000285,SEL04302
SKU000286,SEL03143
SKU000286,SEL03118
SKU000286,SEL02672
SKU000286,SEL03229
SKU000286,SEL03766
SKU000287,SEL03278
SKU000287,SEL00052
SKU000288,SEL02396
SKU000288,SEL02453
SKU000288,SEL03751
SKU000288,SEL03477
SKU000288,SEL00472
SKU000289,SEL02970
SKU000290,SEL01782
SKU000291,SEL01955
SKU000291,SEL00601
SKU000291,SEL00996
SKU000291,SEL04730
SKU000291,SEL00156
SKU000292,SEL00852
SKU000292,SEL03029
SKU000292,SEL02292
SKU000292,SEL04863
SKU000292,SEL00385
SKU000293,SEL03523
SKU000293,SEL04155
SKU000293,SEL04762
SKU000293,SEL01597
SKU000293,SEL01102
SKU000294,SEL02919
SKU000294,SEL02026
SKU000295,SEL04101
SKU000295,SEL04171
SKU000295,SEL01696
SKU000295,SEL04541
SKU000296,SEL01566
SKU000296,SEL03726
SKU000296,SEL00021
SKU000296,SEL01156
SKU000297,SEL03307
SKU000297,SEL02979
SKU000298,SEL04375
SKU000298,SEL04990
SKU000298,SEL04807
SKU000299,SEL00744
SKU000300,SEL00840
SKU000300,SEL02444
SKU000300,SEL00381
SKU000301,SEL00289
SKU000301,SEL02544
SKU000302,SEL03108
SKU000303,SEL01616
SKU000303,SEL01450
SKU000303,SEL00928
SKU000303,SEL01318
SKU000304,SEL03243
SKU000305,SEL03842
SKU000305,SEL04296
SKU000305,SEL01764
SKU000306,SEL04803
SKU000306,SEL04093
SKU000306,SEL03827
SKU000306,SEL00211
SKU000307,SEL01952
SKU000307,SEL02850
SKU000307,SEL02488
SKU000307,SEL03129
SKU000308,SEL02837
SKU000309,SEL04378
SKU000309,SEL02305
SKU000310,SEL02834
SKU000310,SEL01721
SKU000310,SEL04440
SKU000311,SEL01715
SKU000311,SEL00446
SKU000311,SEL03100
SKU000311,SEL00483
SKU000312,SEL04236
SKU000312,SEL03551
SKU000312,SEL01521
SKU000313,SEL00659
SKU000313,SEL02711
SKU000313,SEL04972
SKU000313,SEL00916
SKU000314,SEL00653
SKU000314,SEL00900
SKU000314,SEL01088
SKU000315,SEL01748
SKU000315,SEL00599
SKU000315,SEL01902
SKU000316,SEL00957
SKU000316,SEL03704
SKU000316,SEL04315
SKU000317,SEL02741
SKU000317,SEL03307
SKU000317,SEL02080
SKU000318,SEL00809
SKU000318,SEL04493
SKU000319,SEL03045
SKU000319,SEL04633
SKU000319,SEL00316
SKU000320,SEL01222
SKU000320,SEL04919
SKU000321,SEL02156
SKU000322,SEL00101
SKU000322,SEL02307
SKU000323,SEL04682
SKU000324,SEL04195
SKU000325,SEL02731
SKU000325,SEL03121
SKU000325,SEL04682
SKU000326,SEL04855
SKU000327,SEL02446
SKU000328,SEL00484
SKU000328,SEL04512
SKU000329,SEL04607
SKU000329,SEL04909
SKU000330,SEL03604
SKU000331,SEL04814
SKU000331,SEL00858
SKU000332,SEL04197
SKU000332,SEL03300
SKU000333,SEL02419
SKU000333,SEL02000
SKU000334,SEL01362
SKU000334,SEL03516
SKU000334,SEL02213
SKU000335,SEL01589
SKU000335,SEL00776
SKU000335,SEL02933
SKU000335,SEL03944
SKU000335,SEL04448
SKU000336,SEL00776
SKU000336,SEL03300
SKU000336,SEL02327
SKU000336,SEL00307
SKU000337,SEL01105
SKU000337,SEL00380
SKU000337,SEL04171
SKU000337,SEL04975
SKU000337,SEL01029
SKU000338,SEL01187
SKU000338,SEL03789
SKU000338,SEL04426
SKU000339,SEL03531
SKU000339,SEL03337
SKU000339,SEL02238
SKU000339,SEL03802
SKU000340,SEL03198
SKU000341,SEL00200
SKU000341,SEL02631
SKU000342,SEL01393
SKU000342,SEL04443
SKU000342,SEL02602
SKU000342,SEL03029
SKU000342,SEL03839
SKU000343,SEL04370
SKU000344,SEL00474
SKU000344,SEL03556
SKU000344,SEL03983
SKU000344,SEL02134
SKU000345,SEL02562
SKU000345,SEL03192
SKU000345,SEL00799
SKU000345,SEL02322
SKU000346,SEL03908
SKU000346,SEL04119
SKU000347,SEL01780
SKU000347,SEL04944
SKU000347,SEL02761
SKU000348,SEL02111
SKU000349,SEL02995
SKU000349,SEL02255
SKU000349,SEL03913
SKU000350,SEL04415
SKU000351,SEL03124
SKU000351,SEL02613
SKU000352,SEL03876
SKU000352,SEL03721
SKU000352,SEL03334
SKU000352,SEL04590
SKU000353,SEL01336
SKU000353,SEL04916
SKU000353,SEL00879
SKU000353,SEL03864
SKU000353,SEL04038
SKU000354,SEL03287
SKU000354,SEL01696
SKU000355,SEL00083
SKU000355,SEL03577
SKU000355,SEL02095
SKU000355,SEL04849
SKU000356,SEL03383
SKU000356,SEL04331
SKU000356,SEL01195
SKU000356,SEL04160
SKU000357,SEL01758
SKU000358,SEL04110
SKU000358,SEL04278
SKU000358,SEL04940
SKU000358,SEL03283
SKU000359,SEL04853
SKU000360,SEL01052
SKU000360,SEL00540
SKU000360,SEL01521
SKU000360,SEL02125
SKU000360,SEL01058
SKU000361,SEL02802
SKU000361,SEL02645
SKU000361,SEL03323
SKU000361,SEL02813
SKU000362,SEL02944
SKU000362,SEL00774
SKU000362,SEL02348
SKU000362,SEL01866
SKU000363,SEL02195
SKU000363,SEL02050
SKU000363,SEL03404
SKU000364,SEL01922
SKU000364,SEL00118
SKU000364,SEL02157
SKU000365,SEL04056
SKU000366,SEL04915
SKU000366,SEL04368
SKU000367,SEL02789
SKU000367,SEL03226
SKU000367,SEL04320
SKU000367,SEL03738
SKU000367,SEL01930
SKU000368,SEL04716
SKU000368,SEL00254
SKU000368,SEL02726
SKU000368,SEL02940
SKU000369,SEL03876
SKU000369,SEL01877
SKU000369,SEL03496
SKU000369,SEL01907
SKU000370,SEL02956
SKU000371,SEL03699
SKU000371,SEL02821
SKU000372,SEL02695
SKU000372,SEL01553
SKU000372,SEL01867
SKU000373,SEL04800
SKU000373,SEL00844
SKU000373,SEL02957
SKU000373,SEL04757
SKU000374,SEL02903
SKU000374,SEL03700
SKU000374,SEL00665
SKU000374,SEL00352
SKU000374,SEL00684
SKU000375,SEL04911
SKU000376,SEL02403
SKU000376,SEL03391
SKU000376,SEL03168
SKU000377,SEL03161
SKU000377,SEL03972
SKU000377,SEL00621
SKU000378,SEL00744
SKU000378,SEL03146
SKU000378,SEL01739
SKU000378,SEL03548
SKU000379,SEL04643
SKU000380,SEL02755
SKU000380,SEL03126
SKU000381,SEL01588
SKU000382,SEL01210
SKU000382,SEL01523
SKU000382,SEL04133
SKU000382,SEL01268
SKU000383,SEL00425
SKU000383,SEL01804
SKU000383,SEL02809
SKU000383,SEL04202
SKU000384,SEL04069
SKU000384,SEL03653
SKU000384,SEL01298
SKU000384,SEL03586
SKU000385,SEL02357
SKU000385,SEL02928
