price_id,sku_id,mrp,selling_price,discount_pct,effective_date
4d1099b2-2722-49fb-8ec7-db26535b0858,SKU000049,895,623.15,30.37,2026-09-20
fa0ea7bc-5e48-4da6-8a9f-be6afd0a0857,SKU000050,817,633.8,22.42,2026-09-20
bace6d16-d580-4ec6-9f10-752d80adc2a5,SKU000051,1567,1304.69,16.74,2026-09-20
8cefc43e-955c-44a8-9087-f2f758ce703b,SKU000052,11885,7732.17,34.94,2026-09-20
0029fd68-3c64-4608-9a1d-78d0d6dbdf83,SKU000053,11583,8394.93,27.52,2026-09-20
66979d45-c35b-40d6-a345-afac9a0bf7e0,SKU000054,1484,898.88,39.43,2026-09-20
82a43af1-2f05-4c34-89fe-821d7f742946,SKU000055,8627,7757.22,10.08,2026-09-20
eb31a0f8-aa02-4382-bbd3-03c5a1bbe6f6,SKU000056,5708,5022.28,12.01,2026-09-20
c05f4a1d-3823-4d98-8d57-6513b9855c79,SKU000057,3836,3614.05,5.79,2026-09-20
19c8ada7-0e5a-4715-b9b8-254d06d75256,SKU000058,6608,5537.45,16.2,2026-09-20
89b70505-823a-4078-8020-81572f8fcafa,SKU000059,12913,9073.16,29.74,2026-09-20
76cea08a-5502-447e-a839-c3813a35e7bf,SKU000060,7941,6636.74,16.42,2026-09-20
a1e9bdcf-de2d-4e71-8c03-1206788a3e9b,SKU000061,11921,10803.56,9.37,2026-09-20
e07d5ba0-f704-4f0f-9466-8736de9ccd71,SKU000062,12161,10126.38,16.73,2026-09-20
ea8ca670-6c2c-480f-839a-abb289153a9e,SKU000063,6502,6355.77,2.25,2026-09-20
99854f32-1261-4069-bdfb-07fb67f93808,SKU000064,9998,8665.99,13.32,2026-09-20
e5542df3-616f-4030-83cf-2bc8b6e838d6,SKU000065,4641,2880.94,37.92,2026-09-20
b2b7b8b1-8235-4cee-a3d8-a1713e3b3b29,SKU000066,11995,7985.6,33.43,2026-09-20
7f82d75e-c7e2-432b-aebc-c6dd938804fb,SKU000067,11679,7629.16,34.68,2026-09-20
33c7d625-be4c-4ea8-a998-4166736b3a73,SKU000068,2039,1270.2,37.7,2026-09-20
b335d6e6-948c-4a9e-ab2e-853004140282,SKU000069,3314,2338.01,29.45,2026-09-20
1d59a833-4e29-4d14-8a20-130c5c20a3b2,SKU000070,9660,5242.96,45.73,2026-09-20
bf3f9016-3496-4970-8bfc-180bb136b458,SKU000071,4303,3139.06,27.05,2026-09-20
a537b9ea-0d90-4fb0-9028-9bd4f3a13bf4,SKU000072,6027,5237.29,13.1,2026-09-20
a43ee694-31ad-4c0c-b458-5787015ccadf,SKU000073,11613,6712.77,42.2,2026-09-20
06883702-e03f-4232-a21b-e503ef14c17a,SKU000074,12730,12169.62,4.4,2026-09-20
c8fb2af8-0247-4873-aa85-7eb1e25de880,SKU000075,13510,13229.36,2.08,2026-09-20
83d4530a-8da6-4a14-9f73-db61f023c76d,SKU000076,5229,4147.75,20.68,2026-09-20
d02410ff-89f2-4e2b-8c0a-5c3e4c523565,SKU000077,5403,5117.19,5.29,2026-09-20
b72fb625-00ee-433f-9c13-76fb9b2e504c,SKU000078,9170,5102.61,44.36,2026-09-20
cd15ecf3-2098-4779-aa2d-d3a4b9642db9,SKU000079,7612,7554.95,0.75,2026-09-20
4165fd7a-117d-4698-9ade-526e3a30f195,SKU000080,1116,812.77,27.17,2026-09-20
c4a1383e-74ce-4a18-a4ba-e2bb7cb1322b,SKU000081,14401,8568.59,40.5,2026-09-20
ea4d6c3c-80af-49e6-81e0-a5b9af827acf,SKU000082,4836,4807.92,0.58,2026-09-20
b3781ceb-47a7-4168-a4af-8261ad1ed082,SKU000083,2868,2786.49,2.84,2026-09-20
aac08b72-d283-4704-ab01-2783ac725d10,SKU000084,8940,7962.75,10.93,2026-09-20
a53b7966-0aee-41fd-9f9a-d1c7d3573d98,SKU000085,13347,10382.91,22.21,2026-09-20
2898b1f0-3845-4e3c-8857-2106d5733efc,SKU000086,677,545.78,19.38,2026-09-20
fdbe2b66-ad11-4c4d-b53d-7a267963a8e3,SKU000087,14433,13334.27,7.61,2026-09-20
3b7d9c72-10ec-42bc-a2b8-d4a2ca947d25,SKU000088,12722,8046.98,36.75,2026-09-20
c578152f-eede-4f98-bcdf-48d0d35cc019,SKU000089,3691,3396.17,7.99,2026-09-20
9b2af2e5-aa88-4cca-b5c0-1245fddb91f1,SKU000090,8819,5055.06,42.68,2026-09-20
21839d06-67df-4de3-b8fd-46f6262ff4cc,SKU000091,4951,3218.41,34.99,2026-09-20
a8f3a428-d6ff-4952-bc0c-b0139a6a65a5,SKU000092,10766,10181.48,5.43,2026-09-20
b6ceca52-9e40-4467-8eb1-95a32a22cd69,SKU000093,5564,4752.57,14.58,2026-09-20
3199d81b-4181-44a4-8036-2f6a22f0b856,SKU000094,1784,930.67,47.83,2026-09-20
3cebe574-1605-40ab-a98d-836ccebf745a,SKU000095,13965,7441.91,46.71,2026-09-20
37eb143b-6a88-45be-b206-8fd65548cf61,SKU000096,13523,9541.6,29.44,2026-09-20
33d6d225-11f9-4009-afdb-c4292a6822d7,SKU000097,5523,5181.42,6.18,2026-09-20
d97150ab-d6e1-4839-830b-c1a470553298,SKU000098,5506,3627.61,34.12,2026-09-20
0023b7e0-b010-45fb-81c1-d4549a8e685a,SKU000099,14854,10190.77,31.39,2026-09-20
094be1ba-a241-4778-9306-4127ae0112d1,SKU000100,3990,2977.89,25.37,2026-09-20
5d4928e8-3d76-4823-81f3-079071ce5f82,SKU000101,4703,3291.72,30.01,2026-09-20
48935850-11e8-4453-b7b6-d5cd881aa3ed,SKU000102,8327,7297.66,12.36,2026-09-20
8f373155-d2eb-4cd9-a90e-010643e10a29,SKU000103,13336,9104.94,31.73,2026-09-20
424c71ea-ac23-47f5-8b69-286383215dd9,SKU000104,2663,2059.5,22.66,2026-09-20
2de7b4ab-45af-4622-b056-f0abd159d5bb,SKU000105,14255,7817.84,45.16,2026-09-20
2da6988c-dcd3-4044-8f89-f1cb6ab054a2,SKU000106,13167,10732.03,18.49,2026-09-20
8418e62c-c33b-4203-a56a-a6bffb684a1f,SKU000107,7927,5886.71,25.74,2026-09-20
f2299754-06ed-4e53-a0cc-5e296502badd,SKU000108,14413,14227.79,1.29,2026-09-20
b5862540-06b6-40a2-863f-a3264ead5b1a,SKU000109,6859,5104.02,25.59,2026-09-20
42e301a9-b67b-41a7-8f8c-ae2e80f0ea50,SKU000110,10508,9900.63,5.78,2026-09-20
80250d19-8cdf-48d3-8407-ac8118f77b77,SKU000111,2186,1437.24,34.25,2026-09-20
36c2f5ad-d20b-4a35-9c2c-8a243784a6dd,SKU000112,11147,6322.8,43.28,2026-09-20
b5519930-9b2b-4347-be2f-75ce430ff190,SKU000113,2614,2320.91,11.21,2026-09-20
d07ada5a-e611-4db8-b413-123860fa747f,SKU000114,5902,4657.19,21.09,2026-09-20
64a89103-a05e-43e4-bfd7-80ea67b56249,SKU000115,2592,1951.31,24.72,2026-09-20
4a4b9762-823e-4ad8-ad13-902d831c9ec2,SKU000116,13217,7593.92,42.54,2026-09-20
ecd282d4-f8df-438a-ab94-4b4cb8ee1a33,SKU000117,12857,7914.62,38.44,2026-09-20
fc7911c2-99e6-4106-9f86-882a046612e8,SKU000118,795,519.64,34.64,2026-09-20
9d883045-3870-49a7-9b24-a8261f89a7d6,SKU000119,6894,6357.06,7.79,2026-09-20
41cf0800-7ee0-4b8d-8b24-2157e16ce664,SKU000120,5709,3074.28,46.15,2026-09-20
bd6189ae-5eeb-4f92-a45e-13e1a9f91bbf,SKU000121,14106,9444.52,33.05,2026-09-20
5721aaf4-a0a8-4ad2-9813-0da3c5a7c910,SKU000122,8702,7377.71,15.22,2026-09-20
0a23b212-302e-4da7-9be3-fa073de8a3be,SKU000123,5189,3719.4,28.32,2026-09-20
8ea57b0a-4311-4ca5-b160-67f74be09ba8,SKU000124,6501,5374.76,17.32,2026-09-20
82d3e94a-940c-49bf-b861-7debf1318f0b,SKU000125,675,674.18,0.12,2026-09-20
19c08d2e-4019-49e6-b4d6-3fb333557686,SKU000126,10483,8235.89,21.44,2026-09-20
99719f39-2d82-4123-a8c0-241c65f6f708,SKU000127,677,341.04,49.62,2026-09-20
13f34fd6-ac4c-4432-9584-9f4dc6206a78,SKU000128,13649,8258.2,39.5,2026-09-20
f05293d9-a6e0-4c64-b2a4-55a17e5c053a,SKU000129,12832,11780.88,8.19,2026-09-20
d641d406-8fda-468e-a8dc-58f94c9b3874,SKU000130,14718,11794.69,19.86,2026-09-20
8aaff71c-18cc-4499-a1ff-7a74bf3c7a0c,SKU000131,7262,7158.18,1.43,2026-09-20
67f7c1b7-518a-4209-9a60-151c34839a31,SKU000132,3968,3346.1,15.67,2026-09-20
887fb3e9-3f89-4f9e-8e61-6f2910fa9c0a,SKU000133,840,599.96,28.58,2026-09-20
e894b830-eb8a-44ab-bc9c-4ba743031664,SKU000134,12341,6826.17,44.69,2026-09-20
4b6f2617-4fea-48e6-9c80-6ec46e2a4ccf,SKU000135,12852,6459.27,49.74,2026-09-20
fa51899a-9c3e-4ead-a0a3-a9e0e92530fe,SKU000136,1920,1259.2,34.42,2026-09-20
9a187e3e-9a9d-4c2d-b177-6319f0edf723,SKU000137,11035,9072.15,17.79,2026-09-20
fc9d0fb3-e745-4add-a54f-38beee4c6522,SKU000138,5219,4743.78,9.11,2026-09-20
23860525-6f2e-4829-b05a-d31a504ca2bd,SKU000139,919,524.26,42.95,2026-09-20
52e15369-b1b6-419e-9cfa-351e5e9f6520,SKU000140,6601,4060.98,38.48,2026-09-20
e50e7b09-b1a2-401e-be58-6b37b414ad6a,SKU000141,3533,3445.25,2.48,2026-09-20
dac1086a-1ad3-48af-9af5-f74636defe8d,SKU000142,2086,1656.71,20.58,2026-09-20
e0cfd803-89d9-4883-bb82-5743692be069,SKU000143,6249,4243.24,32.1,2026-09-20
2dfbc7fb-fae1-496d-9b3d-52dda13520f2,SKU000144,6526,3701.4,43.28,2026-09-20
e3e185be-fc41-4eb7-8a42-7ae71bc69c45,SKU000145,9459,9350.52,1.15,2026-09-20
895eba57-a207-440d-89de-548d3968aa9c,SKU000146,11458,6651.12,41.95,2026-09-20
ff9a7117-79bf-4cde-ab0b-eea530ff681a,SKU000147,2752,1443.45,47.55,2026-09-20
3ee2e929-fa24-49e2-bbba-dea42082b8f5,SKU000148,6297,5093.78,19.11,2026-09-20
976cfd38-200e-4995-a10e-f30a125ad6b3,SKU000149,2906,2246.99,22.68,2026-09-20
8d4db64a-482a-44c6-b32b-575f80c88299,SKU000150,11271,9811.03,12.95,2026-09-20
4427dcda-a72f-4540-97f5-b937c1b7b0f9,SKU000151,11150,9657.14,13.39,2026-09-20
a6ae6aa8-0314-4c91-bd1f-d6ffb0488277,SKU000152,11121,6417.58,42.29,2026-09-20
ae85c606-df87-4423-8fc5-7b7ead1f6849,SKU000153,7016,6887.85,1.83,2026-09-20
201f589a-0ac6-4124-87b0-636eaaec628e,SKU000154,3113,2445.7,21.44,2026-09-20
e205b50c-837c-4f1a-b2a5-3ed45b91d082,SKU000155,8712,7843.37,9.97,2026-09-20
c4539952-1ed2-43a5-bead-2d7a83886800,SKU000156,12154,8696.74,28.45,2026-09-20
534efc38-b697-4582-be08-19cb806ec8f8,SKU000157,8087,7734.81,4.36,2026-09-20
78f38987-c138-4447-9c58-f2f53e16e74f,SKU000158,3746,3131.25,16.41,2026-09-20
04334e95-bd37-4cba-a08d-db83ab7fd2b2,SKU000159,6628,3836.17,42.12,2026-09-20
a70f29ef-f915-4cfc-93af-439055484894,SKU000160,1940,1046.47,46.06,2026-09-20
f52f2d50-c08d-4fb4-acbf-bfb4b0f0d82c,SKU000161,3743,1889.92,49.51,2026-09-20
d35671c6-fcfc-41e3-bff3-35efb033a453,SKU000162,9733,8872.91,8.84,2026-09-20
f84fc441-b6a9-47e9-bc96-ba5f9a9a25fd,SKU000163,7175,3686.31,48.62,2026-09-20
542c678f-9e55-4e1e-90a9-fa053a97c741,SKU000164,10934,7083.14,35.22,2026-09-20
4a42b130-52bc-4525-aac2-b5b8db4496e6,SKU000165,9011,8156.61,9.48,2026-09-20
f653ccf9-e32c-4006-9e21-2c336a8a2373,SKU000166,1919,1002.33,47.77,2026-09-20
d7164aed-fbcf-467d-8106-05dbbba4288c,SKU000167,1094,708.31,35.26,2026-09-20
f94dac9d-7e26-4841-871f-d5f89cd3103b,SKU000168,6759,4853.1,28.2,2026-09-20
a61f1a3e-b1b1-4d72-b51c-735ee8a642a2,SKU000169,1898,1002.35,47.19,2026-09-20
5327ae0a-a9ef-4f00-9b2e-42cdb609b112,SKU000170,14705,14122.06,3.96,2026-09-20
c6cc489b-61d4-4dd4-8545-d88bcf368a95,SKU000171,1077,892.16,17.16,2026-09-20
10e8430f-0bde-487e-a516-7185f5a2a646,SKU000172,2960,2431.41,17.86,2026-09-20
3f86150a-82da-4be2-a2ac-439de9048d62,SKU000173,14665,13151.72,10.32,2026-09-20
d295a848-5939-4273-8aa9-cdd28b68274a,SKU000174,13392,11297.4,15.64,2026-09-20
727d6822-4d65-4fa5-ae5c-78495617afd7,SKU000175,8441,7247.07,14.14,2026-09-20
4083fde8-ac1a-4bba-a3e9-4a14809f27d1,SKU000176,3097,2678.31,13.52,2026-09-20
3237ecb7-4fda-4611-bb57-53e360520c70,SKU000177,4083,3661.13,10.33,2026-09-20
89ce4897-3f39-4986-8e72-c58cfba3177d,SKU000178,4362,3933.02,9.83,2026-09-20
f6b42743-4313-4fab-a6bf-20cbb5261efc,SKU000179,13126,11408.72,13.08,2026-09-20
2695b293-b877-4e4b-ad1f-4ed20ed6dc7c,SKU000180,13258,9605.99,27.55,2026-09-20
23bc612f-477a-46a0-8c9b-0254659ce5d5,SKU000181,8130,6453.7,20.62,2026-09-20
7c78c42b-0af9-4fa6-b60f-7080061c51d3,SKU000182,1512,780.32,48.39,2026-09-20
1dc8c02d-e1ca-486b-a9dd-81d540cdc40b,SKU000183,7695,4495.96,41.57,2026-09-20
0a290f51-8d92-48ea-a603-72243b0a8b0a,SKU000184,14875,13051.3,12.26,2026-09-20
0df9d2ca-60ab-4745-aeb9-30b35e4f2769,SKU000185,11577,9609.83,16.99,2026-09-20
773895b9-7543-488a-8a35-757fc4996493,SKU000186,5928,3265.54,44.91,2026-09-20
8b022132-bb35-4ea0-a46e-4155322dfb06,SKU000187,14402,9210.2,36.05,2026-09-20
dab477d1-21df-430d-8588-290fa56dc29d,SKU000188,3144,2996.59,4.69,2026-09-20
2d6a8fef-45a6-40a1-86e5-41b33be64a89,SKU000189,7508,4733.31,36.96,2026-09-20
8f577d16-6ba9-4a62-80db-5b1778b1b340,SKU000190,4767,2577.89,45.92,2026-09-20
c81468bf-a80b-4acc-bb11-63ead5f1fa5e,SKU000191,12201,7796.6,36.1,2026-09-20
f425b9a9-92aa-496f-9737-da38bba39204,SKU000192,11569,10562.13,8.7,2026-09-20
f7c02cfa-26cf-4a0f-adc1-6de6aac56ba6,SKU000193,8699,5605.58,35.56,2026-09-20
2ccb83e0-a227-4d31-bae3-3d37002a247e,SKU000194,7043,4747.91,32.59,2026-09-20
eff6cd7f-cf98-474d-ac96-b923f0c65485,SKU000195,504,338.29,32.88,2026-09-20
b36f7d2b-bb3f-4bb4-8d52-012aee75f445,SKU000196,3203,2128.58,33.54,2026-09-20
1f9d3118-2ad0-48c6-a364-36c671f3a30d,SKU000197,6289,4780.6,23.98,2026-09-20
aa19c6ec-3fed-4940-944e-6330a59c038d,SKU000198,14299,10238.72,28.4,2026-09-20
acf7e4a8-4f58-4b06-b53a-fb11932c2b29,SKU000199,12061,11924.02,1.14,2026-09-20
7e5762bb-89f8-4b3f-b484-b2fd1d00ada6,SKU000200,8976,6205.82,30.86,2026-09-20
354e2c2c-73b6-4274-bf8e-07d65d9f932f,SKU000201,9358,7915.12,15.42,2026-09-20
841c5589-0c49-44fd-bc27-bf44032ea053,SKU000202,4868,4696.17,3.53,2026-09-20
b0df4166-56bd-4c88-816e-9eb247fffbfb,SKU000203,1163,700.6,39.76,2026-09-20
48e86108-93b8-490d-ab8e-6466d76e98e5,SKU000204,8798,5208.78,40.8,2026-09-20
35f81645-6fc6-460c-a422-728516a2aa37,SKU000205,9664,8117.22,16.01,2026-09-20
21ea6adb-4e7e-411b-8bf7-1db4e68b147a,SKU000206,1018,900.74,11.52,2026-09-20
00dd9294-1839-4894-8a46-06036d88902e,SKU000207,8090,7311.51,9.62,2026-09-20
7aae7786-3ec3-460f-9f97-437cb431bb3b,SKU000208,4827,3134.12,35.07,2026-09-20
442a1c67-0f73-4fce-82cf-8661578a5742,SKU000209,5009,4397.62,12.21,2026-09-20
159f0bc5-89f2-46bc-8ed2-2cdcfcebb257,SKU000210,11216,6142.07,45.24,2026-09-20
32df3fb3-7f1c-4636-88a2-f47b2edc1dc8,SKU000211,6466,3332.51,48.46,2026-09-20
339cd229-52dc-46c1-a8ad-3f0fd6e22b8a,SKU000212,6674,6052.02,9.32,2026-09-20
f6dab7dc-41e2-4cf2-abc2-b2d0587ff23f,SKU000213,1168,1108.37,5.11,2026-09-20
3d346e91-29d0-4908-ae80-f2a5982e4b18,SKU000214,1192,970.38,18.59,2026-09-20
279f081a-db91-49d0-95be-46188b590b37,SKU000215,14795,12005.93,18.85,2026-09-20
aee85c2f-9926-402f-9308-18d5907eb085,SKU000216,3748,2426.42,35.26,2026-09-20
9434daf2-203c-411a-85db-059fd1544320,SKU000217,12814,6618.27,48.35,2026-09-20
dd34de4e-a69f-4bcf-9dd1-0bc01c94e2eb,SKU000218,8124,4152.7,48.88,2026-09-20
aaebd060-c374-4914-a85a-28e4883ca6ce,SKU000219,9963,8784.82,11.83,2026-09-20
b606bd67-8186-4dc6-9080-ed2973473434,SKU000220,14363,14332.3,0.21,2026-09-20
edc6c406-f761-4289-8367-da2fddc8492f,SKU000221,3213,2208.18,31.27,2026-09-20
c7b18180-36c0-47d4-9de7-aa51b22c46fc,SKU000222,4609,3015.04,34.58,2026-09-20
29901791-5047-471f-a537-50056d320e6c,SKU000223,14352,11488.31,19.95,2026-09-20
daa09f66-cc20-4644-b530-b570bd51291b,SKU000224,9031,7002.82,22.46,2026-09-20
8effe615-1553-4ded-86e3-5b360c53869d,SKU000225,2685,2533.19,5.65,2026-09-20
5b73a87a-8735-4599-a0e6-06b65c2afa51,SKU000226,5477,4388.88,19.87,2026-09-20
11c66801-221f-413b-9da0-c69663d964e7,SKU000227,4387,3160.48,27.96,2026-09-20
f1beb2c7-4471-46bc-ac13-671973994562,SKU000228,10164,10059.69,1.03,2026-09-20
08ff7784-02bf-423e-9036-9270a641d0f0,SKU000229,6217,4783.6,23.06,2026-09-20
c21dd083-9bbb-4059-942f-8d7aa5b80d1e,SKU000230,5768,4861.58,15.71,2026-09-20
b3c50381-db43-4269-8146-3135315c2139,SKU000231,3606,2308.83,35.97,2026-09-20
c99e25af-46d2-4860-8f25-919c2833d84c,SKU000232,14549,14484.04,0.45,2026-09-20
d8ee5166-8412-4c68-81a8-03a0616ea1e3,SKU000233,11289,10258.61,9.13,2026-09-20
af832dc2-46a8-46d0-8f0f-7f29415f7c99,SKU000234,6973,4182.89,40.01,2026-09-20
2a2c7d4a-c21d-4433-bb1d-46b87b987a48,SKU000235,2055,1376.81,33.0,2026-09-20
3fafe595-6ea0-498d-a7b1-641de7d616c0,SKU000236,5978,5688.43,4.84,2026-09-20
aac04310-1d5c-4f8a-a475-ff2915f7bab2,SKU000237,2153,1355.41,37.05,2026-09-20
0e615801-21a0-4642-99b0-e81cfe57f847,SKU000238,8758,4496.29,48.66,2026-09-20
a0472fe1-010f-4e22-95e3-dc18d92bd8f3,SKU000239,11225,10424.6,7.13,2026-09-20
4c740f39-925c-46e5-8e79-10572f933d0f,SKU000240,12305,10539.05,14.35,2026-09-20
e05d0b9e-d2dc-4aa4-837a-eb6f2d10234a,SKU000241,2093,1362.8,34.89,2026-09-20
cf0a3afb-70e8-4285-9bd1-a721acd5d26c,SKU000242,7031,4068.13,42.14,2026-09-20
ac58fda0-58d8-4da3-9fdb-74c96c7b2ca2,SKU000243,10475,7653.65,26.93,2026-09-20
7c48ce60-b18f-4720-bb3b-e05ab4b1d686,SKU000244,3979,3667.26,7.83,2026-09-20
0fcb5ea0-acaa-4eed-b718-f11febf4b431,SKU000245,14333,7947.79,44.55,2026-09-20
e6d95206-9cf6-4b5c-8784-f43ff00dca41,SKU000246,3599,2208.67,38.63,2026-09-20
161c3931-ce92-41ad-8f94-6e2a9e48396c,SKU000247,6777,3741.43,44.79,2026-09-20
78ce289a-c645-4078-9f71-832f8c9fc3a1,SKU000248,8692,4973.56,42.78,2026-09-20
d10b2b9a-cc3c-4359-a73e-a436049a2160,SKU000249,11130,8564.04,23.05,2026-09-20
79ac9d35-ee5e-4e49-af9a-a9540cad3731,SKU000250,3737,3175.5,15.03,2026-09-20
b1c470e0-13f4-463c-bc1d-c019880d3f7a,SKU000251,1502,1274.53,15.14,2026-09-20
450ee0e8-e654-4280-a614-887c2e0a89de,SKU000252,9593,8556.95,10.8,2026-09-20
ea8c5ea2-7971-4ade-be6b-c0d29cc3e187,SKU000253,8592,6327.23,26.36,2026-09-20
46157542-34bc-471c-a4cd-36c012866ed4,SKU000254,10228,8431.37,17.57,2026-09-20
0d3ad0a4-aa97-4832-8cdc-cc3b3447e03d,SKU000255,12455,12175.77,2.24,2026-09-20
85439568-f239-449d-8b20-ffc24fc9c715,SKU000256,1380,1137.36,17.58,2026-09-20
c31f90fb-5650-42be-a845-52b0fc895e6a,SKU000257,14185,11042.07,22.16,2026-09-20
a40572eb-d0bd-4bf4-bab5-b12f4f88513b,SKU000258,1687,1682.44,0.27,2026-09-20
6f7db08d-c718-4a55-b853-a902477763b0,SKU000259,4034,3001.2,25.6,2026-09-20
5240c131-06a8-4cd3-84bb-3df3806d8c66,SKU000260,6356,4843.29,23.8,2026-09-20
d651f31a-2a25-46e0-90f9-69b0cf05adb0,SKU000261,6783,6077.08,10.41,2026-09-20
6d554e1d-12f0-4e50-a1fe-919c56e1fa6a,SKU000262,9844,8003.77,18.69,2026-09-20
78253d72-1298-416b-8aff-dec10b09f1a6,SKU000263,7457,6912.91,7.3,2026-09-20
73b97033-4a94-4772-8aeb-88f498ff4e4b,SKU000264,12018,7499.72,37.6,2026-09-20
b51733e4-4789-410f-8f0b-4ba95c1ec8ab,SKU000265,10284,7724.63,24.89,2026-09-20
b492ab03-763e-4cc9-9740-ee89846ecf8a,SKU000266,10220,5690.37,44.32,2026-09-20
d0c5a400-7b3b-4445-a83e-d1da4dcf2d0f,SKU000267,1310,877.82,32.99,2026-09-20
